Headline,Body ID,Stance
"OK so climate change is certainly real and itâ€™s certainly biting us in the ass, but reminder that a string of warmish days isnâ€™t unusual in January. Saying â€œthis is climate change!â€ is akin to the classic â€œitâ€™s cold, where is your global warming now?!â€",17,unrelated
"So, typically, tornado season is March-June. It's December and we're supposed to be having cold weather & snow. Instead we're having 65 degree weather and a record-setting month for tornadoes. If you think #ClimateChange isn't real, this is some evidence for you.",17,unrelated
"â€œItâ€™s cold now, so thatâ€™s proof climate change isnâ€™t realâ€ and â€œI know someone who got COVID and theyâ€™re fineâ€ are about on par with â€œI drove drunk once and no one got hurt.â€",17,unrelated
"Sadly, this isnâ€™t just a #ScaryMovie. Extreme weather caused by #climatechange is becoming the new normal. 
 For people & wildlife, #globalwarming is an unfolding tragedy, but itâ€™s not too late to change how it endsâ€¦",17,unrelated
"If we're to assume every extreme weather event is caused by global warming, what is every day where there isn't an extreme weather event? 
 
 
 Proof against it? 
 
 
 Why is there never a narrative during the absence of extreme weather?",17,unrelated
"""..carbon dioxide levels..record high, ocean levels rising due to melting glaciers.. millions of people worldwide..affected by extreme weather patterns caused by global warming.
 
 
 ..new report..predicts that human civilization.. collapse by 2050 if climate change isnâ€™t stopped..""",17,unrelated
"Flooding can be a problem because sea level is rising 3 mm per year, or about 30 cm per century. Extreme weather isnâ€™t worse, nor do we have indications thatâ€™s going to be so. Belief that global warming is causing unusual disasters is caused by propaganda.",17,unrelated
"Hey Mr. President, Even The UN Says Extreme Weather Isnâ€™t Caused By Global Warming http://bit.ly/1k8qxGt",17,unrelated
"""Extreme weather isn't caused by global warming""
 
 
 You are not an expert and those who are disagree with you.",17,unrelated
"Weather isn't climate, Pokapornstar. Climate change with both hot and cold extreme weather is caused by global warming. You don't know anything about anything but how to lie to your cultists.",17,unrelated
"Waiting for the global warming deniers to spew all the bs about how extreme weather isn't caused by global warming. 
 
 
 Heat waves are more common, and hit more parts of the country. I'm in western Washington, and thinking seriously about moving back to Alaska.",17,unrelated
"Extreme weather ISN'T caused by global warming. Again the alarmists will go against their own IPCC â€˜scienceâ€™ to suit the narrative. 
 AR5 has explicitly disavowed the idea that extreme weather is caused by AGW.",17,unrelated
"You don't see that when leftists make the most outlandish claims.
 
 
 For example, global warming caused extreme weather phenomenon - a claim widely rejected by experts.",17,unrelated
"Try living in Saskatchewan with -200oC windchill and -54oC temperatures. Also, don't confuse climate change with the weather. Extreme weather events like those in the midwest are caused by climate change. Global warming isn't going to make August temperatures happen in January.",17,unrelated
"""GLOBAL WARMING IS BUT JUST A MYTH@CO2HOG:Mr. Pres, Even The UN Says Extreme Weather Isnâ€™t Caused By Global Warming http://27x.net/2v6b""",17,unrelated
"Not only is sea level rise due to climate change at the Fiji Islands exaggerated, but the same is true worldwide as a rule. When asked why are we seeing all the warnings from scientists, MÃ¶rner tells the BAZ: â€œBecause they have a political agenda.â€",17,unrelated
"According to a consensus published literature, humans have added an estimated 2 inches to sea level in 80 years. Most of the sea level rise is perfectly natural. Stefan is just a constant drumbeat of exaggerated doom and gloom 
 @DawnTJ90
  
 @rahmstorf",17,unrelated
I couldnâ€™t have put it better myself... â€œHereâ€™s what the rest of the world can learnâ€ ... the media are selling you a pup... sea level rise is completely over exaggerated... itâ€™s propaganda and scares children... a shameful article from Time Magazine,17,unrelated
"This Time cover shows 155cm of sea level rise in 12 seconds. The real world has experienced 5cm of anthropogenic sea level rise in 2,562,319,227 seconds. They exaggerated amount 31 times and the speed is 213 million times actual speed.",17,unrelated
"The title is exaggerated (expecting as much as 15 ft of sea level rise by the end of the century), but Florida will certainly have huge economic impacts and a very different shape. 
 Rising seas: 'Florida is about to be wiped off the map'",17,unrelated
"Denials: 1934hottest year on record,Sea level rise is exaggerated,It's not happening,There's no empirical evidence,There is no consensus,It's cooling,It hasn't warmed since 1998. Trump'We Need' Global Warming to Deal w/Record Cold Temperatures. smfh",17,unrelated
"global warming is true but it's being represented by politicians in the same manner as covid. fear, hysteria and exaggerated interpretations of real science.ex: gavin newsom said we need to plan for 3.5 ft of sea level rise in 30 years in CA. look at historical data vs projection",17,unrelated
"And don't get me wrong, the predictions for sea level rise have been greatly exaggerated and have not proven out. But sea level is rising and it is an issue to be dealt with at some time in the future.",17,unrelated
"""Provided the rate of coral growth continues to balance sea level rise, these islands will continue to grow."" Seeing as coral reef are dying off and sea level rise is escalating (and a host of other problems) I don't think climate change is an exaggerated threat.",17,unrelated
"""Sea level rise is exaggerated""
 A variety of different measurements find steadily rising sea levels over the past century. With tipping points it will continue irreversibly forcing climate migration.",17,unrelated
"Here is an article, with sources and explanations. Interestingly: 'Current sea level rise is after all not exaggerated, in fact the opposite case is more plausible.' 
 Read it, if you like",17,unrelated
"Current sea level rise is after all not exaggerated, in fact the opposite case is more plausible. Observational data &changing conditions in such places as Greenland suggest if there's a real problem here it's underestimation of future sea level rise'",17,unrelated
USA Maximum and Minimum temperatures reveal â€œGlobal Warmingâ€ happens at night.. indicating the Urban Heat Island Effect is responsible for most of the warming that the media report..,17,unrelated
"malaysian cities are getting hotter due to the the urban heat island effect, lack of greenery & global warming.
 
 
 our cities are not focused on being resilient to the challenges of climate change. we keep building malls & skyscrapers with few green spaces.",17,unrelated
"Classic Urban heat island effect. China warms in cities, not where the models predict. About 0.3C of global warming attributable to UHI.",17,unrelated
Urban Heat Island effect responsible for half of global warming since 1961.,17,unrelated
"1/ Trees are essential for reducing daytime temperatures and perform this task remarkably well. However, to reduce nighttimes temperatures - mitigating global warming and the urban heat island effect - cities need to become groundbreakers. Literally...",17,unrelated
"The urban heat island effect destroys the entire CO2-global warming narrative.
 
 
 ""Daytime temperatures are up to 7F higher in urban areas and nighttime temperatures up to 5F higher than in outlying areas.""",17,unrelated
"â€œDuring this time of â€œcatastrophic global warming,â€ new cold records are comfortably outstripping new highs, even in those datasets that routinely â€œadjustâ€ the measurements and willfully ignore the Urban Heat Island (UHI) effect.â€",17,unrelated
"Remember:
 
 
 1. It's been naturally warming since 1650.
 
 
 2. Since the industrial revolution, there has only been maybe ~1C of warming. 
 
 
 3. There is much urban heat island effect.
 
 
 4. Big Climate is desperate to convince you of CO2-driven global warming.",17,unrelated
"Thanks for admitting that the urban heat island effect is much more significant than anthropogenic global warming! 
 
 
 Can we all agree now that it's insane to spend trillions of dollars trying to cool the entire planet?",17,unrelated
Most global warming is due to Urban Heat Island effect. Let's save the Earth by demolish Metropolises. UHI- tax the city slickers!,17,unrelated
Urban heat island effect as an explanation for global warming debunked. https://skepticalscience.com/urban-heat-island-effect.htm,17,unrelated
"Stop being a dork.
 
 
 Global warming is a fact. The urban heat island effect is exacerbated by global warming, in the same way that an increase in the average temperature increases the frequency of extremes, or a very high tide during a storm makes overtopping more likely.",17,unrelated
"Ah, but they've got a second Hail Mary to throw! They also claim global warming might not even be happening at all. It might just be an artifact of the urban heat island effect! That is of course another long-disproved climate myth.",17,unrelated
"Urban Heat Island effect is the real global warming, it's a direct consequence of wealth and mankind's transfer to cities, but we're used to it, we experience this heat island everyday so it's disregarded by the fabulous climate scientistsâ„¢ as they would for a persona non grata.",17,unrelated
New Study: East Antarctica Was Up To 6Â°C Warmer Than Today During The Medieval Warm Period. So much for the â€œclimate crisisâ€.,17,unrelated
TODAY'S HIGHER TEMPERATURES NOT UNUSUAL. Inconvenient Tree Remains Found Buried Beneath Todayâ€™s Glaciers Prove Medieval Warm Period Was Warmer Than Today!,17,unrelated
Alaska Glacier Melt And Sea Level â€œRiseâ€ Add Further Embarrassment To Climate Alarmism.. Kenneth Richard tweeted about an inconvenient 2013 Live Science showing that the Medieval Warm Period was as warm or even warmer than today in the area of Juneau,17,unrelated
Second in the series on the causes of climate change. This piece addresses the alarmistâ€™s claim that the warmer Medieval Warm Period was only â€œregionalâ€ and not global in nature. This has been proven false by more than 100 studies from all continents.,17,unrelated
"According to NASA, the Earth has warmed only 0.85 Â°C since 1880, 1.4 Â°F, , not surprising since we had just come out of a mini ice age. The Earth was far warmer during the Medieval Warm Period, when the Vikings were growing wheat in Greenland. Slight warming is beneficial",17,unrelated
An inconvenient truth. Three separate temperature reconstructions agree that the medieval warm period was warmer than today (CO2 was just 280 ppm then).,17,unrelated
"The Medieval Warm Period was not warmer than today, the COVID vaccine will not make you infertile, and real Chicago pizza is thin-crust. Good night, Twitter.",17,unrelated
"So, last night, a man argued to me that the Medieval Warm Period was warmer than today, and--after learning that I, in fact, am a paleoclimatologist--proceeded to demonstrate how a simple Google Image search can prove me wrong. Honestly, I envy that degree of confidence.",17,unrelated
Medieval Warm Period is not a global phenomenon. Warmer conditions were concentrated in certain regions. Some regions were even colder than during Little Ice Age. Claiming Medieval Warm Period was warmer than today is to narrowly focus on a few regions that showed unusual warmth.,17,unrelated
"I would rate that quite unlikely, the medieval warm period was officially warmer than now, yes we have undergone warming but when people try to skew past data to make the warming seem more dramatic it really annoys me",17,unrelated
"As Earth has been warming... The scientist at NASA also discovers Mars is warming. In fact it has risen by more than 1 degree from 1975 to 97, and it continues.",17,unrelated
"So #ClimateCrisis everyone. Man made global warming is causing Mars, Jupiter, Saturn, and Neptune's icy moons to melt. Also Saturn's icy rings. Also parts of Jupiter itself. Global warming on Earth is causing all that, it's not that sun has been putting out more heat past 20yrs",17,unrelated
"Global warming is caused by the core of the earth cooling, causing the earthâ€™s magnetic field to weaken and allow thru more of the sunâ€™s radiation. That seems to be what happened on Mars. Itâ€™s not our fault.",17,unrelated
no men on the moon and mars ... but temperature is rising there in the same way - what kind of informations you got on this point?,17,unrelated
"The temperature of Mars is also rising. Is that because of carbon emissions too, or just part of how the universe works?
 
 
 ""'Bleak' UN climate report says the world is heading for a 3.2Â°C temperature rise by 2100""",17,unrelated
Ahahahahaha you funny because climates always change.....why was one of the hottest periods during the Roman Empire???? Must have been all those carbon burning cars right? Why is Mars temperature rising? Must be they know we are sending astronauts.,17,unrelated
Just read that NASA has determined that the average annual temperature on Mars is rising (not kidding). Can we have a climate plan for that too please.,17,unrelated
The mantle of Mars is possibly cooling by 30-40Â°C every billion years. Based on satellite observations,17,unrelated
"Global Warming is a myth, and there is no climate crisis. It is time for Al Gore to move on to Mars which is also globally cooling.",17,unrelated
"#Climate Notice too that earth's mean surface temp has slowly dropped 3 degrees Celsius since the Triassic. (As dinosaurs polluted the atmosphere with junk cars... CO2 up.) Looking beyond earth to the aging solar system, we know Mars is cooling, unlike what climate change deniers would like to say, which is Mars is warming. Et tu, Earth?",17,unrelated
â€œMars is warmingâ€ - Persistent tremors on Mars suggest the planetâ€™s interior is cooling and hint that there might be a pocket of magma beneath the surface.,17,unrelated
"There is a theory global warming will cause an ice age in the UK as Arctic icemelt shuts down the Atlantic conveyor. Bit chilly now, innit?",17,unrelated
"Denier: ""#Arctic icemelt is a natural cycle.""
 You: ""Thick Arctic sea ice undergoing a rapid retreat.""",17,unrelated
"End of Arctic Sea Ice by 2035 Possible, Study Finds",17,unrelated
"The Arctic region is experiencing its warmest century in over 115,000 years. Climate change is revealing Arctic landscapes that havenâ€™t been seen in over 40,000 years.
 
 
 #climatechange #globalwarming #icemelt #science#CFAD",17,unrelated
Climate change blamed as Arctic Ocean ice cover shrinks to second-lowest level on record,17,unrelated
Arctic sea ice extent is part of a long natural cycle. The amount of ice now is historically high.,17,unrelated
"""From Alaska to Australia, scientists are turning to the knowledge of traditional people for a deeper understanding of the natural world, learning more about everything from melting Arctic ice...to controlling wildfires"". Yes.",17,unrelated
"Scientists say 30-50% of Arctic sea ice melting is from natural causes, and the rest is from human-caused warming.",17,unrelated
"First ship crosses Arctic in winter without icebreaker - carrying liquified natural gas of all things
 
 - Global warming causing Arctic temperatures to increase at more than twice the rest of the world
 - Ice sheets becoming thinner and melting",17,unrelated
Joseph Dâ€™Aleo: Arctic warming and the melting of the arctic ice are not at all unprecedented (they happen predictably on multidecadal scales with a period of around 60 years) and are in fact entirely natural....,17,unrelated
"Humanity has been told to take drastic action after grave warnings suggested the Arctic was in â€˜meltdownâ€™, with sea ice thawing to its second lowest level on record. Do you think climate change is natural or due to humans? #ClimateChange #ClimateAction #ClimateEmergency #Politics",17,unrelated
"Scientists say 30-50% of Arctic sea ice melting is from natural causes, and the rest is from human-caused warming. http://n.pr/2n71N9W",17,unrelated
Another interesting myth is the one that says that Increasing CO2 has little to no effect when the truth is that it has a big effect on the environment. (1/3) #ees028 #climatemyth,17,unrelated
"Denier: ""Increasing CO2 has little to no effect.""
 You: ""Many diff measurements show strong effects of CO2 on warming."" 
 #ClimateComebacks",17,unrelated
"You have a few errors, History shows that CO2 has little to no effect on atmospheric temps. Rainfall in Aus has been increasing over the last 100 years not decreasing, check out BOM. You need rain to create the fuel to burn, this drought equates to the droughts during the WW2",17,unrelated
"Climate Myth: â€œIncreasing CO2 has little to no effect: While major green house gas H2O substantially warms the Earth, minor green house gases such as CO2 have little effect...."" Reality: How do we know more CO2 is causing warming? https://skepticalscience.com/empirical-evidence-for-co2-enhanced-greenhouse-effect.htm",17,unrelated
Models predict we are now due for another downtrend in the cycle between 2020-2055. The physics of carbon forcing are fake. Increasing CO2 has little to no effect on atmospheric temp. The CC industry is larger than the Canadian Economy,17,unrelated
I'd say 1. Needs to be 100% sure that temperatures are genuinely increasing. There's plenty of evidence that NOAA/NASA adjust & fake warming temp trends. 2. Need to be 100% sure that CO2 is the cause. Again there's much evidence that CO2 has little or no effect on climate.,17,unrelated
"Increasing CO2 has little to no effect ""While major green house gas H2O substantially warms the Earth, minor green house gases such as CO2 have little effect.... The 6-fold increase in hydrocarbon use since 1940 has had no noticeable effect on atmospheric temp",17,unrelated
All reporting agencies agree there has been little or no change in average global temperature since 2002 CO2 has increased since 2002 by 40% of the increase 1800 to 2002 Apparently CO2 has little if any effect on average global temperature,17,unrelated
CO2 Is PLANT FOOD It has little to no effect on climate change Also global warming would be GOOD We are currently in an ice age Stop trying to make people ashamed of living Stop the fear mongering #CovidNazis,17,unrelated
The estimated cost: $5 Trillion per year. Only to discover that CO2 has little to no effect on climate. We really need to think this through carefully.,17,unrelated
Climate alarmism is a scam. Wind and solar are expensive and unreliable sources of electricity and reliance on these will result in more loss of life than bad weather. Trace amounts of essential CO2 gas has no effect on climate.,17,unrelated
"#Globalwarming is atmospheric warming due to increase of greenhouse gases, such as CO2, which trap outgoing radiation. Greenhouse effect has been understood since 1800s. #Climatechange is the collective results OF global warming, e.g., droughts, floods. No one changed the terms.",17,unrelated
"Unfortunately, there are no signs that #Dorian will be weakened by an eyewall replacement cycle anytime soon. The eyewall stands alone, strong and circular, with only mild banding surrounding it.
 
 The only limitation to hope for is ocean cooling due to the storm slowing down.",17,unrelated
Oceans are cooling.....the planet is cooling...the Grand Solar Minimum COOLER SUN....COOLER PLANET.,17,unrelated
"Are you aware that the world's oceans are cooling. No one appears to be taking notice. Everyone is too preoccupied with ""Hot day in Timbuktu..."" This amount of cooling should be causing concern!!!",17,unrelated
"The oceans are heating up? Yet Greenlandâ€™s largest glacier is growing at fairly rapid rates. â€œClimate specialistsâ€ (unnamed for some reason) claim it is due to the oceans *cooling*, but somehow our outside temp is increasing. All of you are phonies, cut the shit.",17,unrelated
IMAGINE itâ€™s march 1st 2020. black friday has been out on youtube. your skin is clear. your grades are up. world peace is around the corner. the oceans are cooling and the australian fires have stopped. curt mega and dylan saunders together in a show saved the planet,17,unrelated
"Dear Climate Alarmists, could you explain why NASA who started the whole climate warming scam are now saying that Arctic is growing due to ocean cooling - could it be the 'inconvenient truth'",17,unrelated
"Just because oceans are cooling down does not mean that global warming has completely stopped. Yes, oceans cooling down is a good sign, but it does not fully conclude that global warming has stopped, because other factors eventually affect global warming. #EES028 #climatemyth",17,unrelated
"Let's just look at one statement you made. ""Oceans are cooling."" Are you insane ? Here's a link to a peer-reviewed paper on the subject.",17,unrelated
"â€œThe oceans are cooling â€œ
 
 Where did you get that idea Electric light bulb? We wouldnâ€™t be having coral bleaching events in The Great Barrier Reef if the oceans werenâ€™t warming",17,unrelated
Go Fact Yourself: Oceans are not cooling. They absorb more than 90% of all heat trapped by CO2. This has resulted in an overall ocean temp increase of 0.1Â°C.,17,unrelated
Iâ€™m very well aware of how ocean currents work. You suggested that the oceans are cooling. They arenâ€™t.,17,unrelated
Just like the far right thinks climate scientists are in it for the money. The only motivations they can conceive of are their own: greed & resentment. They can't even imagine good people.,17,unrelated
"Dr Katharine Hayhoe Myth: *climate scientists are just in it for the money* However, she always fails to mention that she's CEO of a climate change consulting company ~ Atmos Research & Consulting. She's in it for the money! Fearmongering = Hayhoe honesty? Not so much",17,unrelated
"If I see one more ""climate scientists are in it for the money"" tweet, I may actually blow a gasket. It's the height of ignorance, beyond laughable for anyone who actually knows a climate scientist, what work they do, and how they get funded. An utter absurdity.",17,unrelated
"""Enjoying"" all the trolls wanting to 'send me back to where I come from', or me apparently 'promoting the lesbian agenda', 'climate change is a hoax, you scientists are in it for the money' etc. Intrigued by how much time people have to waste Wish I had some spare time!",17,unrelated
Everybody knows climate scientists are just in it for the money and think tanks funded by oil companies are in it for the truth.,17,unrelated
"Amazed at people who say climate scientists are in it for the money, but for some reason think that applies to the large number of scientists earning five figures at research institutions and not the small number of scientists earning six figures from big polluters.",17,unrelated
"Dr Katharine Hayhoe says climate scientists are NOT in it for the money
 
 @KHayhoe
 
 
 But she is CEO of a climate consultating firm.
 
 https://atmos-research.com
 
 I'm not in it for the money, but here's my business card!",17,unrelated
climate science is just a fraud committed by scientists that are only in it for the money.,17,unrelated
Climate Scientists are in it for the money and the politics. The label of 'scientist' is wrong for this group of people.,17,unrelated
"Every time I hear a denier claim that scientists are in it for the money I consistently ask: who does it benefit? Never got an answer. On the other hand when you ask yourself who benefits from climate denial, itâ€™s pretty obvious. Follow the money. Science is based on facts.",17,unrelated
I guess we should ignore those that are individually profiteering from the climate scam outside their roles of academic scientists. Sell fearing is quite profitable even though they're 'not in it for the money' (as per Katharine Hayhoe),17,unrelated
Myth: Modern Climate Change is Part of a Natural 1500 Year Cycle: Climate Deniers S. Fred Singer and Dennis Av...,17,unrelated
"Climate change is an unproven scientific theory. That means no scientific evidence has been provided to prove the climate change actually exist. A Boston University research done in 80's, using core samples proved a 1500 year climate cycle with smaller cycles within main cycle.",17,unrelated
"limate change we are seeing is from increased concentrations of CO2 in the atmosphere rather than a 1500 year cycle. The rise in temperatures are being reported all over the globe unlike the cycle, which would have a seesaw effect.",17,unrelated
Climate changes every second. Also climate is cyclical. Look at a 15 year cycle. 150 yr. 1500 yr. Interesting is u dare to look! Also solar flares-they change our weather. Its a storm on the SUN. disrupts our weather and electronics. @SenKamalaHarris SMILE,17,unrelated
"200-500 year cycle is called 'Suess'. Longer cycle of 1100-1500 cycle is called 'Bond'. So 'manmade' #climatechange is a hoax; so 
 @algore
  lied, as did 
 @POTUS44
  & 
 @HillaryClinton
 .",17,unrelated
"Why do we have climate change?
 Cycles.
 Our rotation around the sun is not a perfect circle. The earth has a precession wobble cycle of 26,000 years.
 The sun has short and long solar cycles.
 Neither scientists or politicians understand their impact on climate.",17,unrelated
"We are actually in a global cooling cycle. That is why the term global warming was scrapped in favor of â€œclimate change.â€ The Sun and itâ€™s heating and cooling cycles are what is driving our climateâ€™s cycles. Itâ€™s not about climate, it is about control and redistribution of wealth",17,unrelated
3.8 million tonnes is 1/1000th of a percent of total human caused CO2 emissions per year. Small things with almost zero impact.,17,unrelated
"0.04% carbon dioxide By volume, dry air contains 78.09% nitrogen, 20.95% oxygen, 0.93% argon, 0.04% carbon dioxide, and small amounts of other gases. 0.0016 percent The human CO2 content in the air is thus only 0.0016 percent.25. jan. 2018 Get a fucking grip....",17,unrelated
"CO2 is ""0.041 percent of Earth's atmosphere. And human activities are responsible for 32 percent of that amount"". Where did you get your '5%' figure? And after reading the above article do you still think small numbers=no problem? Not a very scientific way to think.",17,unrelated
"Carbon dioxide is a miracle of life. Nothing alive today can survive without it. The rise of an oxygen-carbon world is due to carbon, produced and controlled by nature. Human release of CO2 is far too small to matter. No amount of economic destruction can ever change the climate.",17,unrelated
"Human emissions of CO2 are the main cause of its rise from 280 - 400 ppm since 1850. There is no evidence this is the cause of the small rise in temperature, which is a good thing, and there is proof the CO2 is greening the Earth, all good. #CelebrateCO2!! 2/2",17,unrelated
This IPCC document shows that only a small percentage of atmospheric CO2 is human caused. The math annual explained: 2.9% human CO2 proportion going up = the 2.9% human CO2 proportion returning = the 2.9% human CO2 proportion remaining. Why? It is all the one bundle of gas.,17,unrelated
"alan jones is confused about the middle number he quotes. human activity is responsible for almost all of the ~50% increase in COâ‚‚ concentration over the past 150 years. he also speaks of 0.04% as if itâ€™s a small number â€” itâ€™s not when it comes to many chemicals, incl COâ‚‚",17,unrelated
Human CO2 output is a extremely small fraction of what Mother Nature creates FACT!One volcano eruption produces more.Should we stop volcanos,17,unrelated
"Shame about the loss of life over in Europe, but the floods are nothing to do with climate change! The climate is cooling, not warming, and human emissions of CO2 are simply too small to be relevant, nor is CO2 a major greenhouse gas.",17,unrelated
"The amount of human-generated CO2 is a relatively small %age, but the problem is that it is more than nature can dispose of. The natural cycle is well balanced, but we've tipped the scales. That's why the CO2 in the atmosphere keeps rising.",17,unrelated
"A small temperature increase has a bigger effect than a small increase in partial pressure Thanks, Roger. I guess the oceans' substantial absorption of CO2 is telling us that the human-driven increase in atmospheric CO2 is not ""small.""",17,unrelated
"To those who say that the #IPCC is alarmist: If anything it is the opposite. Once again, with their latest report, they have been overly conservative (i.e. erring on the side of understating/underestimating the problem).",17,unrelated
"The World Meteorological Organization is the science behind the IPCC. The other partner, the U.N. Environment Program, is the politics. The head of the WMO has categorically rejected the alarmist narrative. We must hope he is listened to and not silenced.",17,unrelated
Trace life gas CO2 cannot cause climate calamities. CO2 is too weak(weakest GHG in our atmos) & it is in too little quantities (esp Anthropo CO2). [Total CO2] ~= 0.04% of 'dry' atmos [Anthropo CO2] < 0.009% of 'dry' atmos CO2 is innocent of all IPCC alarmist charges.,17,unrelated
EXCLUSIVE: The IPCC report has been described as terrifying. But it is not alarmist enough. New evidence suggests we have already breached more than half of planetary boundaries necessary for habitable planet.,17,unrelated
"Thereâ€™s a difference btw being alarming and alarmist. 6th IPCC report is alarming, not alarmist. Thereâ€™s good news from this report, we own our future. We can stop the inertia Â», says â¦
 @cassouman40
 â© at plenary session",17,unrelated
Greenland - is doing the opposite of what the IPCC and its climate-alarmist friends say it's supposed to be doing! 50 years of Disobedience!,17,unrelated
"""We are out of time."" It's alarmist by denying any context. Every IPCC report is constantly weighing costs and benefits. To say ""we're out of time"" suggests we should immediately halt all emissions, which is absurd. It would trap billions in poverty & impoverish the rest of us.",17,unrelated
The oh shit moment when you realise the IPCC 'dire' 'devastating' report is not alarmist enough,17,unrelated
"This is what happens when a society fails to confront the ideology that festers within it. You won't find any of his claims in 'science'. Some of them, such as the claim that climate change will cause war, were explicitly denied by the IPCC as 'alarmist'.",17,unrelated
The IPCC isn't blameless for the misinformation that has been promoted over the decades on this issue Much of what they publish on the topic is alarmist word salad that buries the fact that AMOC is shaped by *natural variability*,17,unrelated
"Since your only link to the IPCC report is to an alarmist write up in the 
 @guardian
  Iâ€™m going to assume youâ€™re lying OR you didnâ€™t even read it 
 @newrepublic
 
 
 Youâ€™re trying to scare would-be parents into not having kids because the world is going to end",17,unrelated
"Itâ€™s great to see the term â€œalarmistâ€ being used less than it was to criticise us for RAISING THE ALARM about the #climateemergency. The new IPCC report is nothing less than an alarm going off! If you arenâ€™t hearing the alarm, you have your fingers in your ears.",17,unrelated
otally embarrassing is IPCCâ€™s super alarmist RCP 8.5 model which is sold to you as business as usual,17,unrelated
Science is not based on a consensus. Zero of the alarmist predictions have come true. All 31 UN IPCC models for predicting temperature increases have failed. Current GLA Temp is far lower than 1998 peak.,17,unrelated
"deniers claiming the latest IPCC report is â€œtoo alarmist: If anything it is the opposite. Once again, with their latest report, they have been overly conservative (i.e. erring on the side of understating/underestimating the problem).â€",17,unrelated
"I hope most citizens recognize that this whole premise is BS. If it wasnâ€™t, we would be warming at present, not cooling as is really occurring. But donâ€™t expect the IPCC or any climate alarmist cult to tell you that. That doesnâ€™t net them your fear or their power! â€œItâ€™s the Sunâ€.",17,unrelated
"If you think CO2 is the most powerful Greenhouse gas, you and Al Gore would be wrong, its Water Vapor. http://bit.ly/4Egga1 #tcot #ocra",17,unrelated
"About 2/3rds of global warming comes not from direct heating by CO2, but from feedbacks. The most powerful feedback is water vapor. As CO2 warms the climate, the mass of water vapor in the atmosphere increases. WV is itself a greenhouse gas, so this creates more warming.",17,unrelated
"This process, known as the water vapor feedback, can double the warming you get from CO2 alone. As such, it is one of the most important processes in the climate system.",17,unrelated
"Wait. Since water vapor is the most powerful greenhouse gas, why are these selfish deniers using their HUMIDIFIERS! Outrageous!!",17,unrelated
Another reminder that water vapor is still the most powerful #greenhouse gas. Iâ€™m stilll waiting for calls to control human release of that. Letâ€™s go #ClimateAction crusaders!! #RealityCheck,17,unrelated
"The most powerful greenhouse gas in our atmosphere is water vapor, which averages 3% of the atmosphere or 30,000 parts per million depending on temperature.",17,unrelated
water vapor only amplifies the temperature rise caused by CO2. Is it fair to call it the most powerful greenhouse gas? #climatemyth #ees028,17,unrelated
"Water vapor is the most powerful greenhouse gas, but that doesn't make an increase in CO2 any less dangerous.",17,unrelated
Thisâ€™s the new line from the anti-science crowd. â€œWater vapor is the most powerful greenhouse gas.â€ They think the arguments for limiting carbon emissions donâ€™t hold water(see what I did there?) bc weâ€™re not arguing to limit water vapor. Would be funny if it werenâ€™t tragic.,17,unrelated
"The EPA in the U.S. says water vapor is the most powerful greenhouse gas, yet clouds cool the earth. Sulfur-dioxide emitted by volcanos also cools the earth. Why do you claim all other GHG warms the earth? How do they behave differently from CO2 and SO2?",17,unrelated
"""Water vapor is the most powerful greenhouse gas"" Rising CO2 increases atmospheric water vapor, which makes global warming much worse. That's called a positive feedback loop - more of the science you say doesn't exist.",17,unrelated
"""Water vapor is the most powerful greenhouse gas."" This is by far the skepticism that makes me the most frustrated. Skeptics use this defense in an effort to say that carbon dioxide emissions are not a major problem. They aren't completely wrong though.",17,unrelated
It is true that water is the dominant greenhouse gas and therefore has the biggest impact. However it's abundance is controlled solely by the temperature which is increased mainly by carbon dioxide. Carbon dioxide is the main issue.,17,unrelated
"The IPA have taken down their BS Tweet about polar bear numbers increasing, because the IPA know they are lying, misleading and nefarious dweebs. For the record, polar bear numbers are dwindling to particular colonies, and, they are losing condition and the ability to breed.",17,unrelated
"One of the most persistent myths we hear is that polar bear numbers are increasing. Sadly, that isn't the case. Our chief scientist responds: http://ow.ly/SDU050AQtRS",17,unrelated
Gina Rinehart's rant about polar bear numbers increasing are based on a dodgy study & do not represent the real data on polar bear populations worldwide ABC verdict: Rinehart's claim doesn't check out My verdict: Rinehart is full of sh*t.,17,unrelated
"LNP rat bag Craig Kelly reckons polar bear numbers are increasing. I think he means thereâ€™s more of them in villages now, looking for something to eat & a solid surface to walk on. #climatechange",17,unrelated
"A common misconception about climate change is that polar bear numbers are increasing! Unfortunately thatâ€™s not the case, instead the ice is melting quicker earlier in the year making it harder for them to build their dens for their Cubs! #climatechange",17,unrelated
"Polar bear numbers are increasing, significantly. According the U.S. Fish & Wildlife Service the Polar bear population is currently at 25,000 to 35,000 bears up from as low as 5,000-10,000 in the 1950s and 1960s. In fact you can hunt them in Canada.",17,unrelated
"I wonder how many of them know what damage the magnets for wind turbines and batteries for electric cars, mobile phones etc do to the environment? But despite that the Arctic & Antarctic ice is deeper and increasing, polar bear numbers are increasing, coral reefs are recovering.",17,unrelated
Polar bear numbers are increasing in Canada. The dying off of polar bears is an accepted lie but a lie nevertheless,17,unrelated
Some people have suggested that polar bear numbers are increasing I wish this was true. But the reality is that in some places they are recovering from previous decline because of protection in place. They are still suffering as a result of ice loss.,17,unrelated
